Year,Title,Authors,CitationsJuly2018,Domain,Definition
2009,Execution Anomaly Detection in Distributed Systems through Unstructured Log Analysis,"Qiang Fu, Jian-Guang Lou, Yi Wang, Jiang Li",174,fault,model
2009,Effective Anomaly Detection in Sensor Networks Data Streams,"Budhaditya Saha, Duc-Son Pham, Mihai Lazarescu, Svetha Venkatesh",29,cross,model
2009,Filtering and Refinement: A Two-Stage Approach for Efficient and Effective Anomaly Detection,"Xiao Yu, Lu An Tang, Jiawei Han",25,cross,similarity
2009,Using one-class SVM outliers detection for verification of collaboratively tagged image training sets,"Hanna M. Lukashevich, Stefanie Nowak, Peter Dunker",29,cross,model
2009,Outlier Detection with One-Class Classifiers from ML and KDD,"Jeroen H. M. Janssens, Ildikó Flesch, Eric O. Postma",26,cross,n/a
2009,SO_MAD: SensOr Mining for Anomaly Detection in Railway Data,"Julien Rabatel, Sandra Bringay, Pascal Poncelet",21,sense,frequency
2009,Network Performance Anomaly Detection and Localization,"Paul Barford, Nick G. Duffield, Amos Ron, Joel Sommers",102,fault,likelihood
2009,Applying PCA for Traffic Anomaly Detection: Problems and Solutions,"Daniela Brauckhoff, Kavé Salamatian, Martin May",130,ids,model
2009,Rule-Based Anomaly Detection on IP Flows,"Nick G. Duffield, Patrick Haffner, Balachander Krishnamurthy, Haakon Ringberg",51,ids,rule
2009,ALDO: An Anomaly Detection Framework for Dynamic Spectrum Access Networks,"Song Liu, Yingying Chen, Wade Trappe, Larry J. Greenstein",59,ids,likelihood
2009,Applying graph-based anomaly detection approaches to the discovery of insider threats,"William Eberle, Lawrence B. Holder",26,cross,n/a
2009,CoCo: coding cost for parameter-free outlier detection,"Christian Böhm, Katrin Haegler, Nikola S. Müller, Claudia Plant",34,cross,model
2009,Combining incremental Hidden Markov Model and Adaboost algorithm for anomaly intrusion detection,"Yu-Shu Chen, Yi-Ming Chen",28,ids,likelihood
2009,Anomaly detection and spatio-temporal analysis of global climate system,"Mahashweta Das, Srinivasan Parthasarathy",35,gis,n/a
2009,Network anomaly detection based on Eigen equation compression,"Shunsuke Hirose, Kenji Yamanishi, Takayuki Nakata, Ryohei Fujimaki",48,ids,likelihood
2009,A LRT framework for fast spatial anomaly detection,"Mingxi Wu, Xiuyao Song, Chris Jermaine, Sanjay Ranka, John Gums",35,gis,likelihood
2009,Outlier Detection in Ad Hoc Networks Using Dempster-Shafer Theory,"Wenjia Li, Anupam Joshi",48,ids,similarity
2009,Spectrogram: A Mixture-of-Markov-Chains Model for Anomaly Detection in Web Traffic,"Yingbo Song, Angelos D. Keromytis, Salvatore J. Stolfo",107,ids,likelihood
2009,Anomaly Detection with Score functions based on Nearest Neighbor Graphs,"Manqi Zhao, Venkatesh Saligrama",96,cross,similarity
2009,Outlier Detection in Axis-Parallel Subspaces of High Dimensional Data,"Hans-Peter Kriegel, Peer Kröger, Erich Schubert, Arthur Zimek",128,cross,similarity
2009,A New Local Distance-Based Outlier Detection Approach for Scattered Real-World Data,"Ke Zhang, Marcus Hutter, Huidong Jin",215,cross,similarity
2009,Efficient Pruning Schemes for Distance-Based Outlier Detection,"Hoang Vu Nguyen, Vivekanand Gopalkrishnan",29,cross,similarity
2009,Panacea: Automating Attack Classification for Anomaly-Based Network Intrusion Detection Systems,"Damiano Bolzoni, Sandro Etalle, Pieter H. Hartel",43,ids,n/a
2009,Adaptive Anomaly Detection via Self-calibration and Dynamic Updating,"Gabriela F. Cretu-Ciocarlie, Angelos Stavrou, Michael E. Locasto, Salvatore J. Stolfo",38,ids,n/a
2009,SMS-Watchdog: Profiling Social Behaviors of SMS Users for Anomaly Detection,"Guanhua Yan, Stephan Eidenbenz, Emanuele Galli",24,ids,likelihood
2009,Cross-Layer Based Anomaly Detection in Wireless Mesh Networks,"Xia Wang, Johnny S. Wong, Fred Stanley, Samik Basu",43,ids,n/a
2009,Proximity-Based Anomaly Detection Using Sparse Structure Learning,"Tsuyoshi Idé, Aurelie C. Lozano, Naoki Abe, Yan Liu",43,cross,likelihood
2009,Outlier Detection with Globally Optimal Exemplar-Based GMM,"Xingwei Yang, Longin Jan Latecki, Dragoljub Pokrajac",22,cross,likelihood
2009,The Frog-Boiling Attack: Limitations of Anomaly Detection for Secure Network Coordinate Systems,"Eric Chan-Tin, Daniel Feldman, Nicholas Hopper, Yongdae Kim",35,ids,n/a
2009,ORDEN: outlier region detection and exploration in sensor networks,"Conny Franke, Michael Gertz",31,sense,similarity
2009,A RAIM approach to GNSS outlier and cycle slip detection using L1 carrier phase time-differences,"Martti Kirkko-Jaakkola, Johannes Traugott, Dennis Odijk, Jussi Collin, Gottfried Sachs, Florian Holzapfel",24,gis,model
2009,Time Series Clustering for Anomaly Detection Using Competitive Neural Networks,"Guilherme De A. Barreto, Leonardo Aguayo",20,cross,model
2009,Use of statistical outlier detection method in adaptive evolutionary algorithms,"James M. Whitacre, Q. Tuan Pham, Ruhul A. Sarker",47,others,likelihood
2013,In-Network Outlier Detection in Wireless Sensor Networks,"Joel W. Branch, Chris Giannella, Boleslaw K. Szymanski, Ran Wolff, Hillol Kargupta",374,sense,n/a
2010,Observing the unobservable : distributed online outlier detection in wireless sensor networks,Yang Zhang,22,sense,n/a
2010,"Sequential anomaly detection based on temporal-difference learning: Principles, models and case studies",Xin Xu,47,cross,likelihood
2010,Shape based kinetic outlier detection in real-time PCR,"Davide Sisti, Michele Guescini, Marco B. L. Rocchi, Pasquale Tibollo, Mario D'Atri, Vilberto Stocchi",22,health,likelihood
2010,On mitigating sampling-induced accuracy loss in traffic anomaly detection systems,"Sardar Ali, Irfan Ul Haq, Sajjad Rizvi, Naurin Rasheed, Unum Sarfraz, Syed Ali Khayam, Fauzan Mirza",25,ids,n/a
2010,Optimal volume anomaly detection and isolation in large-scale IP networks using coarse-grained measurements,"Pedro Casas, Sandrine Vaton, Lionel Fillatre, Igor V. Nikiforov",32,ids,likelihood
2010,Network anomaly detection through nonlinear analysis,"Francesco Palmieri, Ugo Fiore",70,ids,model
2010,On the symbiosis of specification-based and anomaly-based detection,"Natalia Stakhanova, Samik Basu, Johnny Wong",28,ids,model
2010,WARP: A wormhole-avoidance routing protocol by anomaly detection in mobile ad hoc networks,Ming-Yang Su,81,ids,frequency
2010,Outlier Detection Techniques for Wireless Sensor Networks: A Survey,"Yang Zhang, Nirvana Meratnia, Paul J. M. Havinga",567,sense,n/a
2010,Wavelet-based detection of outliers in financial time series,"Aurea Grané, Helena Veiga",68,cross,model
2010,A variance shift model for detection of outliers in the linear mixed model,"Freedom N. Gumedze, Sue J. Welham, Beverley J. Gogel, Robin Thompson",28,cross,likelihood
2010,Outlier detection and least trimmed squares approximation using semi-definite programming,"Tri-Dung Nguyen, R. Welsch",38,cross,model
2010,A fast outlier detection strategy for distributed high-dimensional data sets with mixed attributes,"Anna Koufakou, Michael Georgiopoulos",97,cross,frequency
2010,Clusters versus GPUs for Parallel Target and Anomaly Detection in Hyperspectral Images,"Abel Paz, Antonio Plaza",50,remote,model
2010,Anomaly detection in streaming environmental sensor data: A data-driven modeling approach,"David J. Hill, Barbara S. Minsker",120,sense,likelihood
2010,Chaotic-based hybrid negative selection algorithm and its applications in fault and anomaly detection,"Ilhan Aydin, Mehmet Karaköse, Erhan Akin",75,cross,similarity
2010,Neighborhood outlier detection,"Yumin Chen, Duoqian Miao, Hongyun Zhang",60,cross,similarity
2010,A comparison of outlier detection algorithms for ITS data,"Shuyan Chen, Wei Wang, Henk J. van Zuylen",59,gis,n/a
2010,An information entropy-based approach to outlier detection in rough sets,"Feng Jiang, Yuefei Sui, Cungen Cao",48,cross,likelihood
2010,Random effects logistic regression model for anomaly detection,"Min Seok Mok, So Young Sohn, Yong Han Ju",22,ids,likelihood
2010,Outlier detection and countermeasure for hierarchical wireless sensor networks,"Yi-Ying Zhang, Han-Chieh Chao, Min Chen, Lei Shu, Chulhyun Park, Myong-Soon Park",36,ids,frequency
2010,Distribution-based anomaly detection in 3G mobile networks: from theory to practice,"Alessandro D'Alconzo, Angelo Coluccia, Peter Romirer-Maierhofer",30,ids,likelihood
2010,"A scalable, efficient and informative approach for anomaly-based intrusion detection systems: theory and practice","Osman Salem, Sandrine Vaton, Annie Gravey",41,ids,model
2010,Ensuring high sensor data quality through use of online outlier detection techniques,"Yang Zhang, Nirvana Meratnia, Paul J. M. Havinga",43,sense,model
2010,Information fusion for anomaly detection with the dendritic cell algorithm,"Julie Greensmith, Uwe Aickelin, Gianni Tedesco",131,ids,similarity
2010,A pattern-based outlier detection method identifying abnormal attributes in software project data,"Kyung-A Yoon, Doo-Hwan Bae",20,others,frequency
2010,Modeling manufacturing processes using a genetic programming-based fuzzy regression with detection of outliers,"Kit Yan Chan, C. K. Kwong, Terence C. Fogarty",52,cross,model
2010,Anomaly intrusion detection by clustering transactional audit streams in a host computer,"Nam Hun Park, Sang Hyun Oh, Won Suk Lee",31,ids,cluster
2010,A new strategy of outlier detection for QSAR/QSPR,"Dong-Sheng Cao, Yi-Zeng Liang, Qing-Song Xu, Hong-Dong Li, Xian Chen",94,health,model
2010,Anomaly Detection Analysis of Intrusion Data Using Supervised & Unsupervised Approach,"Prasanta Gogoi, Bhogeswar Borah, Dhruba K. Bhattacharyya",48,ids,n/a
2010,Research on Maximal Frequent Pattern Outlier Factor for Online High-Dimensional Time-Series Outlier Detection,"Lin Feng, Le Wang, Bo Jin",22,cross,frequency
2010,Anomaly Network Intrusion Detection Based on Improved Self Adaptive Bayesian Algorithm,"Dewan Md. Farid, Mohammad Zahidur Rahman",74,ids,likelihood
2010,Web graph similarity for anomaly detection,"Panagiotis Papadimitriou, Ali Dasdan, Hector Garcia-Molina",145,cross,similarity
2010,Semi-supervised outlier detection based on fuzzy rough C-means clustering,"Zhenxia Xue, Youlin Shang, Aifen Feng",60,cross,cluster
2010,RFID-based human behavior modeling and anomaly detection for elderly care,"Hui-Huang Hsu, Chien-Chen Chen",29,health,cluster
2010,Traffic Analysis & Modeling in Wireless Sensor Networks and Their Applications on Network Optimization and Anomaly Detection,Qinghua Wang,33,sense,n/a
2010,Online anomaly detection for sensor systems: A simple and efficient approach,"Yuan Yao, Abhishek B. Sharma, Leana Golubchik, Ramesh Govindan",73,sense,similarity
2010,Activity classification and anomaly detection using m-mediods based modelling of motion patterns,Shehzad Khalid,29,remote,similarity
2010,Iterative Boolean combination of classifiers in the ROC space: An application to anomaly detection with HMMs,"Wael Khreich, Eric Granger, Ali Miri, Robert Sabourin",86,ids,likelihood
2010,Distance-Based Outlier Detection: Consolidation and Renewed Bearing,"Gustavo Henrique Orair, Carlos H. C. Teixeira, Ye Wang, Wagner Meira Jr., Srinivasan Parthasarathy",84,cross,similarity
2010,Classification of Energy Consumption in Buildings With Outlier Detection,"Xiaoli Li, Chris P. Bowers, Thorsten Schnier",125,fault,likelihood
2010,Predictive network anomaly detection and visualization,"Mehmet Celenk, Thomas Conley, John Willis, James Graham",40,ids,likelihood
2010,Centered hyperspherical and hyperellipsoidal one-class support vector machines for anomaly detection in sensor networks,"Sutharshan Rajasegarar, Christopher Leckie, James C. Bezdek, Marimuthu Palaniswami",103,sense,model
2010,A novel unsupervised classification approach for network anomaly detection by k-Means clustering and ID3 decision tree learning methods,"Yasser Yasami, Saadat Pour Mozaffari",47,ids,cluster
2010,Biologically Inspired Anomaly Detection and Security Control Frameworks for Complex Heterogeneous Networks,"Fazirulhisyam Hashim, Kumudu S. Munasinghe, Abbas Jamalipour",21,ids,likelihood
2010,Statistical anomaly detection with sensor networks,"Ioannis Ch. Paschalidis, Yin Chen",26,sense,likelihood
2010,Anomaly Detection Through a Bayesian Support Vector Machine,"Vasilis A. Sotiris, Peter W. Tse, Michael G. Pecht",89,cross,likelihood
2010,Toward Credible Evaluation of Anomaly-Based Intrusion-Detection Methods,"Mahbod Tavallaee, Natalia Stakhanova, Ali A. Ghorbani",141,ids,n/a
2010,Maintaining Defender's Reputation in Anomaly Detection Against Insider Attacks,"Nan Zhang, Wei Yu, Xinwen Fu, Sajal K. Das",25,ids,n/a
2010,RADAR: A reputation-driven anomaly detection system for wireless mesh networks,"Zonghua Zhang, Pin-Han Ho, Farid Naït-Abdesselam",21,sense,similarity
2010,Range-Based Localization in Wireless Networks Using Density-Based Outlier Detection,"Khalid K. Almuzaini, T. Aaron Gulliver",23,sense,similarity
2010,A structured approach to anomaly detection for in-vehicle networks,"Michael Müter, André Groll, Felix C. Freiling",66,sense,frequency
2010,Accelerating the local outlier factor algorithm on a GPU for intrusion detection systems,"Malak Alshawabkeh, Byunghyun Jang, David R. Kaeli",35,cross,similarity
2010,Top-Eye: top-k evolving trajectory outlier detection,"Yong Ge, Hui Xiong, Zhi-Hua Zhou, Hasan Timucin Ozdemir, Jannite Yu, Kuo Chu Lee",74,gis,frequency
2010,An Anomaly Detection Framework for Autonomic Management of Compute Cloud Systems,"Derek Smith, Qiang Guan, Song Fu",31,fault,similarity
2010,Anomaly detection in crowded scenes,"Vijay Mahadevan, Weixin Li, Viral Bhalodia, Nuno Vasconcelos",789,remote,likelihood
2010,Visual Evaluation of Outlier Detection Models,"Elke Achtert, Hans-Peter Kriegel, Lisa Reichert, Erich Schubert, Remigius Wojdanowski, Arthur Zimek",25,cross,n/a
2010,DBOD-DS: Distance Based Outlier Detection for Data Streams,"Md. Shiblee Sadik, Le Gruenwald",32,cross,likelihood
2010,Maritime anomaly detection and threat assessment,"Richard O. Lane, David A. Nevell, Steven D. Hayward, Thomas W. Beaney",85,gis,likelihood
2010,Particle swarm optimisation for outlier detection,"Ammar W. Mohemmed, Mengjie Zhang, Will N. Browne",24,cross,similarity
2010,Spatial outlier detection: random walk based approaches,"Xutong Liu, Chang-Tien Lu, Feng Chen",21,gis,similarity
2010,Evaluation of Anomaly Detection Based on Sketch and PCA,"Yoshiki Kanda, Kensuke Fukuda, Toshiharu Sugawara",31,ids,model
2010,Sketch-Based Streaming PCA Algorithm for Network-Wide Traffic Anomaly Detection,"Yang Liu, Linfeng Zhang, Yong Guan",48,ids,model
2010,Data Editing Techniques to Allow the Application of Distance-Based Outlier Detection to Streams,"Vit Niennattrakul, Eamonn J. Keogh, Chotirat Ann Ratanamahatana",26,cross,similarity
2010,Anomaly Detection Using an Ensemble of Feature Models,"Keith Noto, Carla E. Brodley, Donna K. Slonim",21,cross,model
2010,Video anomaly detection in spatiotemporal context,"Fan Jiang, Junsong Yuan, Sotirios A. Tsaftaris, Aggelos K. Katsaggelos",20,remote,likelihood
2010,Anomaly detection in surveillance video using motion direction statistics,"Chang Liu, Guijin Wang, Wenxin Ning, Xinggang Lin, Liang Li, Zhou Liu",26,remote,model
2010,Distributed PCA-based anomaly detection in wireless sensor networks,"Mohammad Ahmadi Livani, Mahdi Abadi",30,sense,cluster
2010,Semi-Supervised Anomaly Detection for EEG Waveforms Using Deep Belief Nets,"Drausin Wulsin, Justin A. Blanco, Ram Mani, Brian Litt",23,health,model
2010,Online Learning with Self-Organizing Maps for Anomaly Detection in Crowd Scenes,"Jie Feng, Chao Zhang, Pengwei Hao",30,remote,cluster
2010,Anomaly detection in GPS data based on visual analytics,"Zicheng Liao, Yizhou Yu, Baoquan Chen",56,gis,likelihood
2010,Anomaly detection for hyperspectral images using local tangent space alignment,"Li Ma, Melba M. Crawford, Jinwen Tian",22,remote,similarity
2010,A Signal Processing View on Packet Sampling and Anomaly Detection,"Daniela Brauckhoff, Kavé Salamatian, Martin May",32,ids,n/a
2010,Outlier Detection in Smart Environment Structured Power Datasets,"Vikramaditya R. Jakkula, Diane J. Cook",26,sense,n/a
2010,Octopus-IIDS: An anomaly based intelligent intrusion detection system,"Paulo Manoel Mafra, Vinicius Moll, Joni da Silva Fraga, Altair Olivo Santin",35,ids,model
2010,Learning from 6000 projects: lightweight cross-project anomaly detection,"Natalie Gruska, Andrzej Wasylkowski, Andreas Zeller",73,others,frequency
2010,GLS-SOD: a generalized local statistical approach for spatial outlier detection,"Feng Chen, Chang-Tien Lu, Arnold P. Boedihardjo",44,gis,likelihood
2010,Multiple kernel learning for heterogeneous anomaly detection: algorithm and aviation safety case study,"Santanu Das, Bryan L. Matthews, Ashok N. Srivastava, Nikunj C. Oza",100,fault,model
2010,On community outliers and their efficient detection in information networks,"Jing Gao, Feng Liang, Wei Fan, Chi Wang, Yizhou Sun, Jiawei Han",185,cross,likelihood
2010,Effective Anomaly Detection with Scarce Training Data,"William K. Robertson, Federico Maggi, Christopher Kruegel, Giovanni Vigna",49,ids,cluster
2010,Robust Outlier Detection Using Commute Time and Eigenspace Embedding,"Nguyen Lu Dang Khoa, Sanjay Chawla",53,cross,similarity
2010,What Is the Impact of P2P Traffic on Anomaly Detection?,"Irfan Ul Haq, Sardar Ali, Hassan Khan, Syed Ali Khayam",21,ids,n/a
2010,Privacy-Preserving Pattern Matching for Anomaly Detection in RFID Anti-Counterfeiting,"Florian Kerschbaum, Nina Oertel",31,ids,similarity
2010,Data stream anomaly detection through principal subspace tracking,"Pedro Henriques dos Santos Teixeira, Ruy Luiz Milidiú",35,cross,model
2010,Anomaly Detection in Feedback-based Reputation Systems through Temporal and Correlation Analysis,"Yuhong Liu, Yan Sun",53,ids,similarity
2010,Anomaly-Based Intrusion Detection Algorithms for Wireless Networks,"Alexandros G. Fragkiadakis, Vasilios A. Siris, Nikos Petroulakis",23,sense,frequency
2010,Online Anomaly Detection under Adversarial Impact,"Marius Kloft, Pavel Laskov",65,ids,cluster
2010,Feature Extraction for Outlier Detection in High-Dimensional Spaces,"Hoang Vu Nguyen, Vivekanand Gopalkrishnan",27,cross,model
2010,Host-Based Anomaly Intrusion Detection,Jiankun Hu,46,ids,likelihood
2010,Dendritic Cells for Anomaly Detection,"Julie Greensmith, Jamie Twycross, Uwe Aickelin",117,cross,similarity
2010,A Cluster-based Approach for Outlier Detection in Dynamic Data Streams (KORM: k-median OutlieR Miner),"Parneeta Dhaliwal, M. P. S. Bhatia, Priti Bansal",28,cross,cluster
2010,Outlier Detection Using Nonconvex Penalized Regression,"Yiyuan She, Art B. Owen",130,cross,model
2011,Detection of multivariate outliers in business survey data with incomplete information,"Valentin Todorov, Matthias Templ, Peter Filzmoser",21,others,n/a
2011,Outlier detection in large data sets,"Guido Buzzi Ferraris, Flavio Manenti",37,cross,likelihood
2011,Anomaly Detection in Environmental Monitoring Networks,"James C. Bezdek, Sutharshan Rajasegarar, Masud Moshtaghi, Christopher Leckie, Marimuthu Palaniswami, Timothy C. Havens",32,sense,cluster
2011,A Survey of Outlier Detection Methods in Network Anomaly Identification,"Prasanta Gogoi, D. K. Bhattacharyya, Bhogeswar Borah, Jugal K. Kalita",139,ids,n/a
2011,Data preprocessing for anomaly based network intrusion detection: A review,"Jonathan J. Davis, Andrew J. Clark",171,ids,n/a
2011,Error rates for multivariate outlier detection,"Andrea Cerioli, Alessio Farcomeni",39,cross,likelihood
2011,Outliers detection in environmental monitoring databases,"Hugo Garces, Daniel Sbarbaro",20,sense,model
2011,Thresholds based outlier detection approach for mining class outliers: An empirical case study on software measurement datasets,"Oral Alan, Cagatay Catal",20,fault,frequency
2011,Anomaly detection techniques for a web defacement monitoring service,"Giorgio Davanzo, Eric Medvet, Alberto Bartoli",20,ids,n/a
2011,Fast outlier detection for very large log data,"Seung Kim, Nam Wook Cho, Bokyoung Kang, Suk-Ho Kang",34,cross,similarity
2011,Self-adaptive and dynamic clustering for online anomaly detection,"Seungmin Lee, Gisung Kim, Sehun Kim",47,ids,cluster
2011,Anomaly detection in monitoring sensor data for preventive maintenance,"Julien Rabatel, Sandra Bringay, Pascal Poncelet",25,sense,frequency
2011,Real-time anomaly detection systems for Denial-of-Service attacks by weighted k-nearest-neighbor classifiers,Ming-Yang Su,61,ids,similarity
2011,Survey on Incremental Approaches for Network Anomaly Detection,"Monowar Hussain Bhuyan, Dhruba K. Bhattacharyya, Jugal K. Kalita",34,ids,n/a
2011,Anomaly Detection using Context-Aided Target Tracking,"Jemin George, John Crassidis, Tarunraj Singh, Adam M. Fosbury",21,gis,likelihood
2011,Toward better QSAR/QSPR modeling: simultaneous outlier detection and variable selection using distribution of model features,"Dong-Sheng Cao, Yizeng Liang, Qingsong Xu, Yifeng Yun, Hongdong Li",23,health,likelihood
2011,Anomaly detection in wireless sensor networks: A survey,"Miao Xie, Song Han, Biming Tian, Sazia Parvin",209,sense,n/a
2011,Statistical outlier detection using direct density ratio estimation,"Shohei Hido, Yuta Tsuboi, Hisashi Kashima, Masashi Sugiyama, Takafumi Kanamori",149,cross,likelihood
2011,COID: A cluster-outlier iterative detection approach to multi-dimensional data analysis,"Yong Shi, Li Zhang",30,cross,cluster
2011,Finding key attribute subset in dataset for outlier detection.,"Peng Yang, Qingsheng Zhu",28,cross,similarity
2011,Anomaly Detection in Hyperspectral Images Based on an Adaptive Support Vector Method,"Safa Khazai, Saeid Homayouni, Abdolreza Safari, Barat Mojaradi",85,remote,model
2011,Robust tensor subspace learning for anomaly detection,"Jie Li, Guan Han, Jing Wen, Xinbo Gao",43,remote,model
2011,Patient classification as an outlier detection problem: An application of the One-Class Support Vector Machine,"Janaina Mourão Miranda, David R. Hardoon, Tim Hahn, Andre F. Marquand, Steven C. R. Williams, John Shawe-Taylor, Michael J. Brammer",83,health,model
2011,Clustering ellipses for anomaly detection,"Masud Moshtaghi, Timothy C. Havens, James C. Bezdek, Laurence Anthony F. Park, Christopher Leckie, Sutharshan Rajasegarar, James M. Keller, Marimuthu Palaniswami",68,sense,cluster
2011,Distributed anomaly detection using 1-class SVM for vertically partitioned data,"Kamalika Das, Kanishka Bhaduri, Petr Votava",21,cross,model
2011,Anomaly Detection in Network Traffic Based on Statistical Inference and alpha-Stable Modeling,"Federico Simmross-Wattenberg, Juan I. Asensio-Pérez, Pablo Casaseca-de-la-Higuera, Marcos Martín-Fernández, Ioannis A. Dimitriadis, Carlos Alberola-López",70,ids,likelihood
2011,Transaction-Pattern-Based Anomaly Detection Algorithm for IP Multimedia Subsystem,"Chi-Yuan Chen, Kai-Di Chang, Han-Chieh Chao",30,ids,model
2011,Fast anomaly detection in hyperspectral images with RX method on heterogeneous clusters,"J. M. Molero, Abel Paz, Ester M. Garzón, J. A. Martínez, Antonio J. Plaza, Inmaculada García",24,remote,likelihood
2011,Parametric methods for anomaly detection in aggregate traffic,"Gautam Thatte, Urbashi Mitra, John S. Heidemann",153,ids,likelihood
2011,Spatiotemporal Models for Data-Anomaly Detection in Dynamic Environmental Monitoring Campaigns,"Ethan W. Dereszynski, Thomas G. Dietterich",58,sense,likelihood
2011,Anomaly Detection for Cybersecurity of the Substations,"Chee-Wooi Ten, Junho Hong, Chen-Ching Liu",116,ids,frequency
2011,Privacy-Preserving Outlier Detection Through Random Nonlinear Data Distortion,"Kanishka Bhaduri, Mark D. Stefanski, Ashok N. Srivastava",23,cross,similarity
2011,Robust statistics for outlier detection,"Peter J. Rousseeuw, Mia Hubert",168,cross,n/a
2011,Outlier detection,"Xiaogang Su, Chih-Ling Tsai",24,cross,n/a
2011,Energy Outlier Detection in Smart Environments,"Chao Chen, Diane J. Cook",24,sense,cluster
2011,A Survey of Outlier Detection Methodologies and Their Applications,"Zhixian Niu, Shuping Shi, Jingyu Sun, Xiu He",25,cross,similarity
2011,Textures of optical flow for real-time anomaly detection in crowds,"David Ryan, Simon Denman, Clinton Fookes, Sridha Sridharan",76,remote,likelihood
2011,Fuzzy logic based anomaly detection for embedded network security cyber sensor,"Ondrej Linda, Milos Manic, Todd Vollmer, Jason L. Wright",41,ids,cluster
2011,"Sub-Space clustering, Inter-Clustering Results Association & anomaly correlation for unsupervised network anomaly detection","Johan Mazel, Pedro Casas, Yann Labit, Philippe Owezarski",36,ids,cluster
2011,"Improved anomaly detection in crowded scenes via cell-based analysis of foreground speed, size and texture","Vikas Reddy, Conrad Sanderson, Brian C. Lovell",127,remote,likelihood
2011,An Unbiased Distance-Based Outlier Detection Approach for High-Dimensional Data,"Hoang Vu Nguyen, Vivekanand Gopalkrishnan, Ira Assent",24,cross,similarity
2011,A Neural Network Based Anomaly Intrusion Detection System,"Sufyan T. Faraj Al-Janabi, Hadeel Amjed Saeed",32,ids,model
2011,Anomaly-based intrusion detection in software as a service,"Gustavo Nascimento, Miguel Correia",38,ids,n/a
2011,Sequential Conformal Anomaly Detection in trajectories based on Hausdorff distance,"Rikard Laxhammar, Göran Falkman",37,remote,likelihood
2011,Performance Metric Selection for Autonomic Anomaly Detection on Cloud Computing Systems,Song Fu,44,fault,model
2011,Online Fault and Anomaly Detection for Large-Scale Scientific Workflows,"Taghrid Samak, Dan Gunter, Monte Goode, Ewa Deelman, Gideon Juve, Gaurang Mehta, Fabio Silva, Karan Vahi",24,fault,cluster
2011,Using behavior models for anomaly detection in hybrid systems,"Asmir Vodencarevic, Hans Kleine Büning, Oliver Niggemann, Alexander Maier",35,fault,frequency
2011,A Novel PCA-Based Network Anomaly Detection,"Christian Callegari, Loris Gazzarrini, Stefano Giordano, Michele Pagano, Teresa Pepe",31,ids,model
2011,NADO: network anomaly detection using outlier approach,"Monowar H. Bhuyan, D. K. Bhattacharyya, Jugal K. Kalita",22,ids,cluster
2011,Optimizing interaction force for global anomaly detection in crowded scenes,"R. Raghavendra, Alessio Del Bue, Marco Cristani, Vittorio Murino",64,remote,n/a
2011,Outlier detection in graph streams,"Charu C. Aggarwal, Yuchen Zhao, Philip S. Yu",64,cross,likelihood
2011,"Outlier detection on uncertain data: Objects, instances, and inferences","Bin Jiang, Jian Pei",25,cross,likelihood
2011,Locality Sensitive Outlier Detection: A ranking driven approach,"Ye Wang, Srinivasan Parthasarathy, Shirish Tatikonda",48,cross,cluster
2011,Unsupervised Anomaly Intrusion Detection via Localized Bayesian Feature Selection,"Wentao Fan, Nizar Bouguila, Djemel Ziou",22,ids,likelihood
2011,Incremental Elliptical Boundary Estimation for Anomaly Detection in Wireless Sensor Networks,"Masud Moshtaghi, Christopher Leckie, Shanika Karunasekera, James C. Bezdek, Sutharshan Rajasegarar, Marimuthu Palaniswami",37,sense,likelihood
2011,Discovering Emerging Topics in Social Streams via Link Anomaly Detection,"Toshimitsu Takahashi, Ryota Tomioka, Kenji Yamanishi",46,cross,likelihood
2011,Direct Robust Matrix Factorizatoin for Anomaly Detection,"Liang Xiong, Xi Chen, Jeff G. Schneider",58,cross,model
2011,Anomaly Detection in Production Plants using Timed Automata - Automated Learning of Models from Observations,"Alexander Maier, Oliver Niggemann, Roman Just, Michael Jäger, Asmir Vodencarevic",32,fault,model
2011,Particle-based tracking model for automatic anomaly detection,"Erwan Jouneau, Cyril Carincotte",22,remote,likelihood
2011,The practice on using machine learning for network anomaly intrusion detection,Yu-Xin Meng,30,ids,model
2011,Real-time camera anomaly detection for real-world video surveillance,"Yuan-Kai Wang, Ching-Tang Fan, Ke-Yu Cheng, Peter Shaohua Deng",20,remote,likelihood
2011,Fast Anomaly Detection for Streaming Data,"Swee Chuan Tan, Kai Ming Ting, Fei Tony Liu",69,cross,similarity
2011,Statistical techniques for online anomaly detection in data centers,"Chengwei Wang, Krishnamurthy Viswanathan, Choudur Lakshminarayan, Vanish Talwar, Wade Satterfield, Karsten Schwan",106,fault,likelihood
2011,A comparative study of two network-based anomaly detection methods,"Kaustubh Nyalkalkar, Sushant Sinha, Michael Bailey, Farnam Jahanian",31,ids,model
2011,Entropy-based anomaly detection for in-vehicle networks,"Michael Müter, Naim Asaj",72,sense,likelihood
2011,Algorithms for speeding up distance-based outlier detection,"Kanishka Bhaduri, Bryan L. Matthews, Chris Giannella",62,cross,similarity
2011,UNADA: Unsupervised Network Anomaly Detection Using Sub-space Outliers Ranking,"Pedro Casas, Johan Mazel, Philippe Owezarski",32,ids,cluster
2011,Group Anomaly Detection using Flexible Genre Models,"Liang Xiong, Barnabás Póczos, Jeff G. Schneider",42,cross,likelihood
